city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount
1,90,2,2,0,1,not acept,not furnished,1800
1,76,3,2,1,3,acept,not furnished,1559
0,62,2,1,0,1,acept,not furnished,709
1,240,3,2,0,7,acept,furnished,6500
1,39,1,1,1,15,acept,furnished,2200
1,51,2,1,1,23,acept,not furnished,2467
1,170,3,6,3,9,not acept,not furnished,5500
1,250,3,2,2,0,acept,furnished,6000
1,35,1,1,1,3,not acept,furnished,3486
1,200,3,3,2,0,not acept,not furnished,2800
0,147,4,3,3,8,acept,not furnished,4800
1,40,1,1,0,2,acept,furnished,1832
1,67,1,1,1,14,acept,furnished,2600
0,445,4,4,0,0,acept,not furnished,5500
1,265,4,4,2,1,acept,not furnished,7500
1,130,2,2,2,0,acept,furnished,4400
1,39,1,1,1,5,acept,not furnished,2500
1,110,3,2,1,3,not acept,not furnished,3149
1,75,2,2,2,6,acept,not furnished,1198
1,220,3,2,2,10,acept,not furnished,8700
0,46,2,1,1,5,acept,not furnished,850
0,210,3,3,3,7,acept,not furnished,2300
1,47,2,1,1,4,not acept,not furnished,1100
1,120,3,2,1,7,acept,furnished,3280
1,60,2,1,1,1,acept,not furnished,1100
1,42,1,1,1,12,not acept,furnished,3300
1,75,3,2,1,10,acept,not furnished,3900
1,160,3,2,1,6,acept,not furnished,4300
1,400,4,7,4,0,acept,furnished,12000
1,37,1,1,0,1,not acept,not furnished,850
1,59,2,2,2,7,acept,furnished,3300
0,113,3,3,2,4,acept,not furnished,3804
1,120,2,2,1,12,acept,not furnished,6500
1,92,3,2,0,5,acept,not furnished,3300
1,93,3,2,2,16,acept,not furnished,2600
1,42,2,1,1,9,acept,not furnished,1350
1,236,4,5,4,1,not acept,furnished,15000
1,160,3,2,0,0,acept,not furnished,3800
1,450,4,5,8,0,acept,not furnished,10120
1,750,4,4,6,0,acept,not furnished,15000
0,68,3,2,2,9,acept,furnished,2700
1,53,2,1,1,11,acept,furnished,5500
1,160,2,3,0,0,acept,not furnished,4300
1,49,2,1,1,6,acept,furnished,1800
0,115,3,2,2,4,acept,not furnished,1948
1,59,2,1,1,6,acept,not furnished,1600
1,60,2,2,2,7,acept,not furnished,1100
1,58,1,2,1,19,acept,not furnished,4715
1,35,1,1,0,0,acept,not furnished,1100
1,160,2,3,2,12,acept,furnished,4210
0,60,3,2,1,5,acept,not furnished,1200
1,233,4,2,3,4,acept,furnished,7287
0,58,1,1,1,3,acept,not furnished,1200
1,100,3,2,1,0,acept,not furnished,1469
1,238,4,3,4,24,acept,not furnished,10200
1,18,1,1,1,10,not acept,furnished,1800
1,96,2,1,0,9,acept,furnished,4387
1,49,2,1,1,14,acept,not furnished,1800
1,50,1,1,0,1,acept,furnished,1550
1,45,1,1,0,0,not acept,not furnished,1060
0,160,3,2,2,12,acept,not furnished,1650
1,80,2,2,2,14,acept,not furnished,4200
1,133,4,3,4,18,acept,furnished,2900
1,30,1,1,0,4,acept,not furnished,1750
1,137,2,3,2,1,acept,not furnished,14000
1,194,3,4,3,0,acept,not furnished,4000
1,50,2,1,1,2,acept,not furnished,1600
1,84,1,2,1,14,acept,not furnished,3353
0,45,1,1,0,7,not acept,not furnished,500
1,301,4,5,4,3,acept,furnished,12500
1,250,3,4,2,5,acept,furnished,8000
1,136,3,2,3,12,acept,furnished,2500
1,73,2,2,1,10,acept,not furnished,4800
1,60,1,2,0,0,not acept,not furnished,1600
1,110,2,3,2,12,not acept,furnished,11500
1,50,2,1,2,5,not acept,furnished,2313
1,100,2,1,1,1,acept,not furnished,2466
1,70,2,2,2,7,not acept,furnished,3950
1,82,2,2,1,2,acept,furnished,3100
1,76,3,3,2,1,acept,not furnished,2662
1,150,3,1,1,9,acept,not furnished,4800
1,303,3,4,4,1,acept,furnished,18000
1,55,2,1,0,10,acept,not furnished,1380
1,70,2,1,0,5,acept,not furnished,2197
0,45,1,2,1,2,acept,furnished,1452
1,50,2,1,1,6,acept,furnished,3900
1,62,2,1,1,1,acept,not furnished,1550
1,177,4,5,4,5,acept,not furnished,9200
1,50,1,1,1,21,acept,furnished,2700
1,50,1,1,1,22,not acept,furnished,3540
0,90,3,2,1,1,acept,not furnished,1500
1,130,3,2,2,4,acept,furnished,3500
0,54,1,1,1,5,acept,not furnished,773
1,30,1,1,0,0,not acept,not furnished,850
1,194,3,4,4,5,acept,not furnished,12000
0,68,2,1,1,3,acept,not furnished,831
1,58,3,2,1,11,acept,not furnished,1700
1,16,1,1,0,0,not acept,not furnished,1420
0,74,3,2,2,11,acept,furnished,1600
1,347,4,7,6,0,acept,not furnished,8900
1,180,3,3,2,3,acept,not furnished,5800
1,20,1,1,1,3,not acept,furnished,1360
1,130,2,1,1,1,acept,not furnished,2200
1,100,3,1,1,2,acept,not furnished,3000
0,50,1,1,0,1,not acept,not furnished,850
1,340,4,4,4,15,acept,furnished,8700
1,135,2,2,1,8,acept,furnished,3250
1,130,3,4,2,8,acept,furnished,5500
0,58,2,2,2,15,acept,not furnished,2200
1,84,3,1,1,17,acept,not furnished,2300
1,120,3,4,2,1,acept,not furnished,3000
1,180,3,2,3,0,acept,not furnished,3500
0,650,4,7,5,0,acept,not furnished,8000
1,320,4,5,4,0,acept,not furnished,6500
1,65,2,1,0,1,acept,furnished,4200
1,130,3,2,2,5,acept,not furnished,5000
1,72,3,2,2,3,not acept,not furnished,1600
1,150,3,3,4,10,acept,furnished,7400
0,70,2,1,1,3,acept,not furnished,1275
1,345,3,3,5,2,acept,not furnished,12750
1,20,1,1,0,1,acept,furnished,1800
0,103,3,2,2,2,acept,not furnished,1360
0,90,2,2,4,0,acept,not furnished,2400
1,185,3,2,2,29,acept,not furnished,14000
0,47,1,1,1,9,acept,not furnished,650
1,42,1,1,0,3,acept,not furnished,1450
1,42,1,1,1,11,not acept,not furnished,2153
1,25,1,1,0,1,not acept,not furnished,1000
0,55,1,1,1,20,acept,not furnished,1900
1,900,3,5,8,0,acept,not furnished,8000
1,240,3,3,4,22,acept,not furnished,12000
1,128,2,1,1,9,acept,furnished,8500
1,120,2,1,1,0,not acept,not furnished,3000
1,54,1,1,1,7,acept,not furnished,3600
1,30,1,1,0,0,not acept,not furnished,765
1,120,2,2,2,11,acept,not furnished,4000
1,296,4,5,2,0,acept,not furnished,8500
0,230,3,4,4,5,acept,furnished,10000
1,50,2,1,0,12,not acept,not furnished,3029
1,95,3,2,0,0,acept,not furnished,2300
1,146,3,4,2,21,acept,furnished,9000
0,73,2,1,1,4,acept,not furnished,655
1,30,1,1,0,6,not acept,not furnished,1250
1,35,1,1,1,11,acept,not furnished,2500
1,22,1,1,0,0,acept,not furnished,976
1,386,4,6,3,21,acept,not furnished,12750
1,442,5,6,6,0,acept,not furnished,7500
0,30,1,1,0,5,acept,not furnished,590
1,68,1,2,1,4,not acept,not furnished,2000
1,53,1,1,1,12,acept,furnished,3200
1,18,1,1,0,0,acept,not furnished,1720
1,321,3,5,2,0,acept,furnished,8268
0,70,3,1,1,2,acept,not furnished,750
1,400,10,9,8,0,acept,not furnished,8330
1,392,4,4,4,0,acept,not furnished,10000
1,70,2,1,1,1,acept,not furnished,1000
1,230,4,4,3,5,not acept,not furnished,2500
1,138,2,2,1,11,acept,furnished,7000
1,250,2,1,0,0,acept,not furnished,1500
1,45,2,2,0,0,not acept,not furnished,1650
1,250,4,3,0,0,acept,not furnished,2000
1,80,2,1,1,6,acept,not furnished,2300
1,398,4,5,4,0,acept,not furnished,15000
1,200,3,4,5,0,acept,not furnished,3500
1,136,3,3,1,9,acept,not furnished,7500
1,46,1,1,0,2,acept,not furnished,1437
1,309,4,5,3,0,acept,not furnished,12000
1,54,1,1,1,1,not acept,furnished,7200
1,220,4,5,3,14,acept,furnished,12000
1,161,1,2,2,10,not acept,not furnished,7000
1,58,2,1,1,1,acept,not furnished,1540
1,83,3,1,1,3,acept,not furnished,2500
1,33,1,1,1,5,acept,not furnished,2000
1,170,3,4,2,3,not acept,not furnished,4400
1,135,3,2,1,21,acept,furnished,7500
1,50,2,1,2,1,not acept,not furnished,1900
1,94,2,3,2,18,not acept,not furnished,4400
1,25,1,1,0,1,not acept,not furnished,1200
1,100,2,3,2,20,not acept,furnished,10000
1,157,3,5,3,12,acept,not furnished,11500
1,100,3,2,2,0,acept,not furnished,5500
1,120,3,1,0,2,acept,not furnished,2100
1,45,1,1,2,8,acept,not furnished,1800
1,64,2,2,1,9,acept,furnished,3166
1,265,4,6,3,6,not acept,not furnished,2500
1,20,1,1,0,6,acept,furnished,1800
1,50,2,2,0,0,not acept,not furnished,1100
1,70,3,2,1,14,acept,not furnished,3000
1,273,4,4,2,4,not acept,not furnished,9000
1,250,3,3,4,0,acept,furnished,6500
1,100,1,1,0,0,acept,not furnished,2150
1,90,2,1,0,2,acept,not furnished,2150
1,256,3,3,2,0,not acept,not furnished,5600
1,92,2,1,1,2,acept,not furnished,1536
1,124,3,3,2,0,acept,not furnished,4000
1,218,3,3,3,9,acept,furnished,15000
1,57,2,2,1,8,acept,not furnished,1300
0,650,4,4,8,0,acept,not furnished,7500
1,220,3,4,2,0,not acept,not furnished,3500
0,55,1,2,1,4,not acept,not furnished,954
1,55,2,2,1,21,acept,not furnished,2000
1,58,2,1,1,19,not acept,furnished,3400
1,42,1,1,1,13,acept,furnished,860
1,202,3,4,3,8,acept,furnished,12000
1,130,2,2,0,0,acept,not furnished,2700
1,52,1,1,1,11,acept,not furnished,2500
1,75,2,2,0,2,acept,not furnished,1450
1,420,4,6,4,10,acept,not furnished,12000
1,277,3,4,0,0,not acept,not furnished,7200
1,100,1,1,1,16,acept,furnished,3900
0,420,5,7,3,0,acept,furnished,8500
1,207,3,5,4,6,acept,not furnished,12000
1,25,1,1,0,23,acept,not furnished,2200
1,100,3,2,1,3,acept,not furnished,1880
1,108,2,2,1,8,acept,furnished,5300
1,55,1,1,1,5,not acept,furnished,2144
1,40,1,1,0,0,not acept,not furnished,780
1,46,1,1,1,3,not acept,not furnished,1900
1,138,3,3,2,5,acept,furnished,5800
1,50,2,3,0,0,not acept,not furnished,1740
0,54,1,1,1,9,acept,not furnished,1148
1,22,1,1,0,0,not acept,not furnished,976
1,62,3,1,1,1,acept,not furnished,1300
1,380,4,3,2,12,not acept,furnished,15000
1,80,2,1,1,2,not acept,furnished,7450
1,70,2,1,1,2,acept,not furnished,1950
1,214,5,5,4,9,not acept,furnished,5550
1,193,3,3,3,1,not acept,not furnished,7500
1,50,2,2,0,6,acept,not furnished,3000
1,305,3,4,4,12,acept,not furnished,8925
1,110,2,2,1,1,acept,not furnished,3000
1,63,2,2,1,13,acept,not furnished,2620
1,202,4,4,3,13,acept,not furnished,6000
1,70,4,3,0,0,acept,not furnished,3500
0,110,3,3,2,0,acept,not furnished,3200
1,80,1,1,0,11,acept,furnished,1900
1,58,2,2,1,6,not acept,not furnished,2055
1,149,3,3,2,12,not acept,not furnished,5400
1,50,2,1,0,0,acept,not furnished,1200
1,200,4,3,2,8,acept,not furnished,4100
1,200,3,3,4,0,acept,not furnished,7000
0,660,5,7,4,17,acept,not furnished,10000
1,100,3,2,1,0,acept,not furnished,3300
1,91,1,2,2,11,acept,furnished,13000
1,113,2,2,1,4,acept,not furnished,3000
0,48,2,1,1,0,acept,not furnished,1200
1,140,3,3,2,10,acept,not furnished,5100
0,155,3,3,2,0,acept,not furnished,5500
1,280,4,6,5,28,acept,not furnished,11500
1,55,1,1,0,0,acept,not furnished,1100
1,360,4,5,4,8,acept,not furnished,1700
0,60,1,1,1,0,acept,not furnished,950
1,32,1,1,0,5,acept,not furnished,2001
1,79,3,3,2,15,acept,furnished,7500
1,300,4,6,4,14,acept,not furnished,8000
1,50,2,2,1,14,acept,furnished,1550
1,78,3,2,2,0,acept,not furnished,2000
1,80,3,1,0,0,acept,not furnished,6000
1,50,1,1,1,0,not acept,not furnished,1600
1,110,2,2,2,0,not acept,not furnished,2530
1,280,4,3,6,0,acept,furnished,12500
1,64,2,1,1,8,acept,not furnished,1500
0,37,1,1,0,4,not acept,furnished,742
1,30,1,1,1,7,not acept,furnished,2000
1,50,1,1,1,11,acept,not furnished,2200
1,215,3,2,0,4,not acept,not furnished,4000
1,80,3,2,1,10,acept,not furnished,1900
0,320,3,3,2,9,acept,furnished,8500
1,336,3,5,3,0,acept,furnished,6000
1,125,3,4,5,0,acept,not furnished,10000
1,106,1,1,2,10,acept,furnished,13950
1,40,1,1,1,9,not acept,not furnished,2800
1,80,1,2,0,6,not acept,not furnished,3900
1,120,4,3,3,8,acept,not furnished,3710
1,23,1,1,0,23,acept,not furnished,2100
1,60,2,1,0,0,acept,not furnished,1100
1,45,2,1,1,2,not acept,not furnished,1756
1,110,1,1,1,0,acept,not furnished,1300
1,42,1,1,1,11,acept,not furnished,2308
1,120,4,2,3,6,acept,furnished,2960
1,78,1,2,2,1,not acept,furnished,4200
1,127,3,3,2,1,acept,not furnished,3800
1,63,2,2,2,4,not acept,not furnished,4080
1,60,1,1,1,0,acept,not furnished,1250
0,76,2,1,0,3,acept,not furnished,700
1,126,3,2,2,1,acept,not furnished,4000
1,169,4,2,3,0,acept,not furnished,3900
1,38,1,1,0,10,acept,not furnished,1712
1,45,1,1,0,2,not acept,not furnished,730
1,160,3,1,1,0,acept,not furnished,3000
1,160,3,4,3,0,acept,furnished,9350
0,84,2,1,1,7,acept,not furnished,1100
1,64,2,1,2,3,acept,not furnished,1850
0,62,2,1,1,0,acept,not furnished,1100
1,46,2,1,1,1,acept,not furnished,1500
1,140,3,3,3,4,acept,not furnished,5000
1,175,3,5,3,15,acept,not furnished,7650
1,70,3,1,1,8,acept,not furnished,1100
1,315,3,5,2,14,not acept,not furnished,20000
1,52,1,1,1,7,acept,furnished,3000
0,120,4,2,5,0,acept,not furnished,4200
1,72,2,2,1,2,acept,not furnished,2174
1,140,2,2,2,11,not acept,furnished,10000
1,55,1,1,1,10,acept,furnished,1800
1,140,3,2,1,5,acept,furnished,4800
0,75,3,2,1,3,not acept,not furnished,2125
1,233,3,4,4,15,not acept,furnished,4300
1,112,3,3,2,8,not acept,not furnished,3500
1,83,2,1,1,2,acept,furnished,2600
1,60,1,1,1,10,acept,not furnished,2000
1,30,1,1,1,14,acept,furnished,2389
1,50,2,1,1,12,acept,not furnished,1490
1,46,1,1,0,14,not acept,furnished,4300
1,42,1,1,1,6,not acept,furnished,2649
0,52,2,1,1,1,acept,not furnished,650
1,380,4,4,6,0,acept,not furnished,6000
0,160,3,2,0,0,acept,not furnished,1650
1,90,2,1,0,4,not acept,not furnished,2500
1,30,1,1,1,5,acept,furnished,3300
1,219,4,4,3,21,acept,furnished,6500
1,120,2,2,2,22,not acept,furnished,3500
1,70,2,2,1,7,acept,not furnished,1900
1,120,4,3,3,16,acept,not furnished,6160
1,92,2,2,1,5,acept,furnished,4500
1,40,1,1,1,20,not acept,not furnished,2208
1,58,2,1,1,6,acept,not furnished,1800
1,35,1,1,1,7,acept,furnished,3900
0,85,1,1,1,8,acept,not furnished,912
1,170,3,3,2,0,acept,not furnished,5000
1,96,3,1,1,8,not acept,furnished,2535
1,42,1,1,1,27,acept,not furnished,5300
1,280,3,4,4,18,acept,not furnished,3600
1,44,1,1,1,6,not acept,not furnished,3300
1,120,3,2,2,12,acept,furnished,4000
1,180,2,3,2,9,acept,not furnished,5900
1,400,5,4,2,12,acept,not furnished,2500
1,22,1,1,0,26,acept,not furnished,2000
1,67,2,1,1,6,acept,not furnished,1200
1,75,3,2,2,14,acept,not furnished,2500
1,132,3,5,2,13,not acept,furnished,10990
1,62,2,1,1,15,not acept,furnished,1900
1,122,3,3,2,4,not acept,not furnished,4600
1,168,3,2,2,1,acept,not furnished,5500
1,80,2,2,1,0,not acept,not furnished,1500
1,27,1,1,0,19,acept,furnished,1800
1,50,1,1,0,0,not acept,not furnished,1200
0,190,2,2,0,8,not acept,not furnished,1300
1,22,1,1,0,7,acept,not furnished,1650
0,70,1,1,1,2,acept,furnished,2350
1,60,1,1,0,0,acept,not furnished,2000
1,47,2,1,1,15,acept,furnished,1700
1,158,3,2,1,10,not acept,furnished,7150
1,80,2,1,1,5,not acept,not furnished,2900
1,245,4,3,4,8,acept,not furnished,6000
1,91,2,2,0,1,acept,furnished,2500
1,155,2,1,1,2,acept,not furnished,4500
1,140,3,3,5,8,not acept,furnished,8000
1,97,2,1,2,19,not acept,not furnished,3500
1,70,1,1,0,0,not acept,not furnished,900
1,177,3,3,5,1,acept,not furnished,7000
1,128,3,4,2,21,acept,not furnished,2980
0,50,2,1,0,2,not acept,not furnished,830
1,162,4,4,3,7,not acept,not furnished,5500
1,96,4,2,2,0,acept,not furnished,3950
1,78,3,2,1,2,acept,not furnished,2050
1,340,4,6,4,6,acept,not furnished,9600
1,76,3,2,2,5,acept,furnished,4500
1,380,4,5,4,4,acept,not furnished,8000
1,180,3,3,4,0,acept,not furnished,3700
1,161,2,2,3,3,acept,not furnished,4800
1,45,1,1,1,3,acept,furnished,4850
1,200,3,5,3,5,acept,furnished,4350
1,46,1,1,0,17,acept,not furnished,1500
1,50,1,1,1,8,not acept,furnished,3700
1,57,2,2,2,10,not acept,not furnished,1600
1,120,2,2,2,4,acept,furnished,11000
0,136,3,4,2,7,not acept,not furnished,2500
1,49,2,1,1,2,acept,not furnished,1200
1,70,2,2,1,7,not acept,not furnished,2289
1,68,2,2,1,5,acept,not furnished,2700
1,45,1,1,1,1,not acept,furnished,5520
0,60,3,2,1,3,not acept,not furnished,1200
1,120,3,2,2,0,acept,not furnished,2000
0,140,4,4,2,6,acept,not furnished,3300
1,151,4,3,3,0,acept,not furnished,3000
1,72,2,2,2,7,acept,not furnished,3700
1,300,4,4,6,1,acept,not furnished,3800
1,68,2,1,0,1,acept,not furnished,1300
1,380,4,2,0,0,acept,not furnished,8000
1,60,2,1,1,4,acept,not furnished,1841
0,51,3,1,1,0,acept,not furnished,1100
1,200,4,5,3,1,not acept,not furnished,5500
1,80,3,3,0,0,acept,furnished,2000
0,57,1,2,1,12,not acept,not furnished,650
1,327,5,4,5,0,acept,not furnished,11000
1,48,1,1,1,12,acept,furnished,8000
1,90,2,2,1,3,acept,not furnished,3000
1,40,1,1,1,1,not acept,furnished,4500
1,84,2,1,2,11,not acept,furnished,4000
1,123,3,2,2,13,not acept,not furnished,4673
1,85,2,1,1,0,acept,not furnished,1608
1,113,2,2,1,6,acept,not furnished,3000
1,60,2,1,1,2,acept,not furnished,1800
0,62,2,1,1,6,acept,not furnished,1200
1,138,3,4,2,18,acept,furnished,10000
1,156,3,3,3,7,acept,furnished,8000
1,280,4,3,4,0,acept,not furnished,3500
1,45,1,1,1,1,not acept,furnished,5520
1,180,3,4,3,8,acept,furnished,3000
1,315,4,5,5,20,not acept,not furnished,4000
1,117,3,3,1,20,not acept,not furnished,7000
1,60,2,3,2,6,not acept,not furnished,1100
1,126,3,1,2,0,acept,not furnished,4200
1,65,2,1,0,2,acept,not furnished,1800
1,280,4,4,7,0,acept,furnished,4000
0,76,3,1,1,2,acept,not furnished,1300
1,178,2,4,2,2,acept,not furnished,7000
1,20,1,1,0,4,acept,furnished,1800
1,400,7,7,0,0,acept,not furnished,14000
1,300,4,5,5,6,not acept,not furnished,2290
1,49,1,1,1,18,not acept,furnished,5400
1,50,2,1,0,3,acept,not furnished,1200
0,50,1,1,0,16,acept,not furnished,900
0,53,1,1,2,7,not acept,furnished,2400
1,200,3,3,2,12,acept,not furnished,6500
1,71,2,2,2,14,not acept,not furnished,3000
1,134,3,5,2,7,acept,not furnished,4900
1,250,4,4,4,14,acept,not furnished,3600
1,40,1,1,1,2,acept,not furnished,1664
0,60,2,1,0,1,acept,not furnished,1170
1,180,4,4,2,2,acept,not furnished,2000
1,68,3,1,1,16,not acept,not furnished,1600
1,72,2,2,1,7,not acept,not furnished,1780
1,182,3,2,3,12,acept,not furnished,12000
1,45,1,2,1,1,acept,not furnished,3446
1,300,4,3,8,0,acept,not furnished,4500
1,130,3,3,2,7,acept,not furnished,3500
1,132,3,2,3,4,acept,furnished,5500
1,215,3,1,1,18,acept,not furnished,4000
1,54,2,2,1,1,acept,not furnished,2418
1,79,2,1,0,0,acept,not furnished,2100
1,77,1,2,2,7,acept,furnished,4000
1,150,3,3,2,13,acept,not furnished,3100
1,310,3,3,2,11,acept,not furnished,6900
1,220,4,2,3,0,acept,furnished,5200
1,45,1,1,0,4,acept,not furnished,1100
1,80,3,1,1,7,acept,not furnished,2400
1,36,1,1,0,4,acept,not furnished,1275
1,320,3,5,8,0,not acept,not furnished,9000
1,179,3,3,3,12,acept,furnished,3200
1,52,1,2,1,13,acept,not furnished,5000
1,190,4,4,3,11,acept,furnished,6900
1,105,3,3,1,26,not acept,not furnished,2200
1,70,2,2,1,15,acept,not furnished,4200
1,254,4,4,4,7,acept,not furnished,9000
1,200,3,2,1,5,acept,not furnished,2380
1,300,4,3,3,20,acept,furnished,3380
1,86,3,2,2,1,not acept,not furnished,3410
1,190,2,1,2,0,acept,furnished,4500
1,211,3,2,2,6,acept,not furnished,11000
1,38,1,1,0,1,not acept,not furnished,950
1,300,3,4,6,0,acept,not furnished,3200
1,108,3,2,2,5,acept,not furnished,4348
1,150,3,2,1,0,acept,not furnished,4500
0,58,1,1,0,9,not acept,not furnished,720
1,198,3,4,3,13,acept,furnished,8000
0,47,1,1,0,10,not acept,furnished,750
1,190,3,2,1,8,acept,furnished,4500
1,22,1,1,0,25,acept,not furnished,2200
1,38,1,1,1,6,acept,furnished,2341
1,30,1,1,0,3,acept,furnished,2850
0,500,4,7,4,0,acept,not furnished,5900
1,215,3,1,3,0,acept,not furnished,7000
1,50,1,1,1,1,not acept,furnished,2900
1,500,7,7,8,0,not acept,furnished,9000
1,17,1,1,0,1,acept,not furnished,2700
1,101,3,2,1,18,acept,not furnished,1700
1,87,2,3,0,13,acept,not furnished,4200
1,72,2,1,1,4,acept,not furnished,1000
1,123,3,3,2,14,acept,not furnished,3100
1,70,2,1,1,1,acept,not furnished,1000
0,40,1,1,0,8,not acept,not furnished,595
0,47,1,1,1,12,acept,not furnished,650
1,115,4,3,4,1,acept,furnished,7000
1,36,1,1,1,1,acept,not furnished,2344
1,340,4,4,3,14,not acept,not furnished,5000
1,200,3,4,2,0,acept,not furnished,6500
1,150,3,3,1,3,not acept,not furnished,4500
1,98,3,3,2,1,acept,furnished,2970
1,300,4,3,2,13,acept,furnished,8500
1,35,1,1,1,14,not acept,not furnished,2700
1,63,3,2,1,8,acept,not furnished,3300
1,150,3,2,1,6,not acept,not furnished,5500
1,170,3,3,2,0,acept,not furnished,4850
0,110,3,3,2,0,acept,not furnished,3200
1,55,2,1,1,4,not acept,furnished,2450
1,47,1,1,0,0,not acept,not furnished,1000
1,80,1,1,1,0,acept,not furnished,1150
1,65,2,2,2,7,acept,furnished,4000
0,35,1,1,1,0,not acept,furnished,1000
1,100,2,2,0,0,acept,not furnished,1765
1,540,4,7,5,11,acept,not furnished,15000
0,47,1,1,0,7,acept,not furnished,1000
1,272,5,5,2,0,acept,not furnished,11000
1,90,3,3,1,11,acept,not furnished,4650
1,83,2,2,1,3,acept,furnished,2300
1,35,1,1,0,5,acept,not furnished,1300
1,260,4,4,4,0,acept,not furnished,14000
1,130,3,2,2,0,acept,not furnished,5100
1,218,4,4,3,10,acept,furnished,8400
1,20,1,1,0,1,not acept,furnished,2060
1,70,2,2,2,5,not acept,not furnished,2500
1,400,4,3,3,0,acept,not furnished,7000
1,60,1,2,1,2,acept,not furnished,4000
1,240,4,4,4,26,acept,not furnished,13000
1,245,3,4,3,10,acept,not furnished,14000
1,140,3,2,1,0,acept,furnished,8200
1,120,2,2,0,1,acept,not furnished,3600
1,110,3,3,2,4,not acept,not furnished,3900
1,42,1,1,1,4,not acept,furnished,4400
1,300,2,3,2,5,acept,furnished,10500
1,50,2,2,1,10,acept,not furnished,1900
1,110,4,3,3,1,not acept,furnished,2230
1,72,2,2,1,12,acept,not furnished,2406
1,130,3,4,4,0,acept,not furnished,3280
1,170,2,2,1,8,acept,not furnished,2000
0,38,1,1,0,5,not acept,not furnished,892
1,138,3,3,3,0,acept,furnished,3900
0,45,1,1,1,9,not acept,furnished,1900
1,230,3,6,5,18,acept,furnished,11050
0,206,5,3,2,0,acept,not furnished,3500
1,135,3,3,2,7,not acept,not furnished,13800
1,300,2,2,0,0,acept,furnished,3500
1,25,1,1,0,3,acept,not furnished,1650
1,200,1,2,0,0,acept,not furnished,8000
1,150,3,3,2,7,acept,not furnished,3400
1,54,2,2,1,6,acept,not furnished,2800
1,82,3,2,2,4,not acept,not furnished,2600
1,84,2,2,0,1,acept,furnished,6000
1,200,1,3,2,0,not acept,not furnished,3000
1,230,4,3,1,2,not acept,not furnished,3600
1,56,2,1,0,0,acept,not furnished,1400
1,50,1,1,0,1,acept,not furnished,1294
1,163,4,4,3,2,not acept,furnished,9500
1,35,1,1,1,12,not acept,furnished,2200
1,120,3,3,2,0,acept,not furnished,2750
0,60,1,1,0,3,acept,not furnished,1300
1,54,2,1,1,8,acept,not furnished,1550
1,250,5,4,3,0,acept,not furnished,3680
1,50,2,1,1,9,acept,not furnished,1998
1,300,2,1,2,0,acept,not furnished,2800
0,130,3,2,1,0,acept,not furnished,1300
1,120,3,2,1,18,acept,not furnished,5300
1,89,2,2,0,7,acept,furnished,3900
0,69,3,2,2,11,acept,not furnished,2000
1,55,1,1,0,0,acept,not furnished,1650
1,110,3,2,1,0,acept,not furnished,3200
1,50,2,1,1,2,not acept,furnished,1650
0,80,3,1,1,1,acept,not furnished,1328
1,66,2,2,1,23,acept,not furnished,2583
1,180,3,4,3,12,acept,not furnished,2200
1,135,2,3,1,22,acept,not furnished,6500
1,74,2,1,1,5,acept,not furnished,2024
1,56,2,1,1,6,acept,not furnished,2200
0,40,1,1,1,6,acept,not furnished,650
1,86,3,2,2,6,acept,furnished,3100
1,70,2,2,0,0,not acept,not furnished,1500
1,30,1,1,0,1,acept,not furnished,1150
1,438,5,6,5,0,not acept,not furnished,12000
0,72,2,1,2,16,acept,not furnished,1200
1,66,1,1,1,10,not acept,furnished,3500
0,70,2,1,1,4,acept,not furnished,1000
1,1000,4,7,4,10,acept,furnished,15000
0,380,4,6,6,0,not acept,not furnished,4100
0,248,3,4,4,2,acept,not furnished,8000
1,109,3,1,1,1,acept,not furnished,2800
0,135,3,2,2,3,acept,not furnished,2400
1,54,2,2,1,4,acept,not furnished,2800
1,170,3,3,2,0,acept,not furnished,2750
1,45,1,1,2,12,acept,furnished,3350
1,180,3,4,3,7,acept,furnished,4500
0,51,2,1,0,2,acept,not furnished,980
1,166,3,2,2,2,acept,not furnished,7000
1,350,4,4,4,0,acept,not furnished,13000
0,63,2,1,1,1,acept,not furnished,870
1,73,2,2,1,11,acept,not furnished,1250
1,126,3,4,3,4,acept,not furnished,4000
1,87,2,2,1,5,acept,not furnished,2975
1,171,3,5,3,16,acept,not furnished,10600
1,65,3,2,1,10,not acept,not furnished,3250
1,63,2,1,2,12,acept,not furnished,5500
1,59,2,2,1,6,acept,not furnished,2500
1,70,2,1,0,0,not acept,not furnished,1210
1,90,2,1,1,0,acept,not furnished,2735
1,35,2,1,0,11,acept,not furnished,2399
1,30,1,1,1,3,acept,furnished,3300
1,61,1,2,2,1,not acept,furnished,4000
0,54,1,1,1,5,acept,furnished,2350
1,32,1,1,1,23,acept,not furnished,2000
0,90,3,2,1,3,acept,not furnished,1300
1,93,2,1,1,4,not acept,furnished,5500
0,44,1,1,0,4,acept,not furnished,520
1,220,4,4,4,10,acept,not furnished,5500
1,100,2,2,0,0,acept,not furnished,2500
1,55,2,2,1,17,not acept,not furnished,1800
1,100,2,3,1,7,not acept,furnished,4930
1,35,1,1,1,5,acept,furnished,3200
1,60,2,2,1,14,not acept,furnished,5650
1,162,3,4,0,0,acept,not furnished,3200
